Passenger_trav_group,PassengerId_in_group,HomePlanet,CryoSleep,Deck_num,Room_num,Bord_side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,First_name,Last_name,Transported_model,Transported_true
3813,1,Earth,True,G,625,left,TRAPPIST-1e,18,False,0,0,0,0,0,Sethew,Perkings,True,False
3834,1,Earth,True,G,628,right,PSO J318,18,False,0,0,0,0,0,Luison,Savaraldez,True,False
3855,1,Mars,True,E,229,left,PSO J318,62,False,0,0,0,0,0,Lers,Brele,True,False
3858,1,Earth,True,E,231,left,TRAPPIST-1e,48,False,0,0,0,0,0,Naosura,Sciatberit,True,False
3858,2,Earth,True,E,231,left,TRAPPIST-1e,16,False,0,0,0,0,0,Furudah,Sciatberit,True,False
3859,1,Mars,True,F,727,right,TRAPPIST-1e,25,False,0,0,0,0,0,Cole,Shcad,True,False
3865,1,Earth,True,G,629,right,PSO J318,42,False,0,0,0,0,0,Raque,Daughtson,True,False
3869,1,Mars,True,E,257,right,TRAPPIST-1e,50,False,0,0,0,0,0,Prie,Curt,True,False
3876,1,Earth,True,C,138,right,TRAPPIST-1e,66,False,0,0,0,0,0,Sinon,Inghtal,True,False
3892,1,Earth,True,G,634,left,TRAPPIST-1e,25,False,0,0,0,0,0,Cliney,Gletonerson,True,False
3902,1,Mars,True,D,127,right,TRAPPIST-1e,19,False,0,0,0,0,0,Chies,Spane,True,False
3905,1,Earth,True,G,638,right,PSO J318,17,False,0,0,0,0,0,Aarone,Patrichane,True,False
3910,1,Earth,True,G,639,left,PSO J318,15,False,0,0,0,0,0,Antony,Shephendery,True,False
3934,1,Mars,True,F,741,right,TRAPPIST-1e,17,False,0,0,0,0,0,Flakes,Onpie,True,False
3943,2,Earth,True,G,646,right,TRAPPIST-1e,20,False,0,0,0,0,0,Feline,Colomonson,True,False
3953,1,Earth,True,G,645,left,TRAPPIST-1e,31,False,0,0,0,0,0,Sandie,Clinantones,True,False
3989,1,Earth,True,G,655,right,TRAPPIST-1e,2,False,0,0,0,0,0,Tiney,Hopperett,True,False
4007,1,Earth,False,A,34,left,Cancri e,52,False,0,10,0,178,2195,Sarich,Fictful,True,False
4011,1,Earth,False,A,45,right,Cancri e,49,False,0,3227,0,503,123,Alraino,Drivery,True,False
4012,2,Earth,True,B,153,right,TRAPPIST-1e,28,False,0,0,0,0,0,Dscheat,Sandul,True,False
4015,1,Mars,True,F,831,left,TRAPPIST-1e,31,False,0,0,0,0,0,Tors,Stie,True,False
4029,1,Mars,True,F,763,right,TRAPPIST-1e,35,False,0,0,0,0,0,Goats,Kidne,True,False
4041,1,Earth,True,G,665,right,TRAPPIST-1e,29,False,0,0,0,0,0,Jimen,Bardson,True,False
4048,2,Mars,True,F,835,left,TRAPPIST-1e,19,False,0,0,0,0,0,Cherry,Berle,True,False
4051,1,Earth,True,G,667,right,TRAPPIST-1e,19,False,0,0,0,0,0,Sta,Corman,True,False
4054,1,Earth,True,D,137,left,TRAPPIST-1e,47,False,0,0,0,0,0,Mizarf,Blentrary,True,False
4070,1,Earth,True,B,156,right,TRAPPIST-1e,22,False,0,0,0,0,0,Maiah,Haftent,True,False
4073,2,Earth,True,G,672,right,TRAPPIST-1e,47,False,0,0,0,0,0,Tricky,Sweene,True,False
4086,2,Earth,True,G,673,right,TRAPPIST-1e,39,False,0,0,0,0,0,Lorian,Hewson,True,False
4092,1,Earth,True,G,670,left,PSO J318,31,False,0,0,0,0,0,Janne,Blancoy,True,False
4124,1,Earth,True,G,676,left,PSO J318,20,False,0,0,0,0,0,Joelan,Canton,True,False
4133,1,Mars,True,F,848,left,TRAPPIST-1e,48,False,0,0,0,0,0,Blesh,Batte,True,False
4133,2,Mars,True,F,848,left,TRAPPIST-1e,58,False,0,0,0,0,0,Weers,Batte,True,False
4148,1,Earth,True,G,681,left,TRAPPIST-1e,53,False,0,0,0,0,0,Rice,Jarvey,True,False
4162,1,Earth,True,G,682,right,TRAPPIST-1e,27,False,0,0,0,0,0,Carlie,Leeves,True,False
4164,1,Earth,True,B,131,left,TRAPPIST-1e,29,False,0,0,0,0,0,Lesat,Aloquinght,True,False
4180,1,Earth,True,B,162,right,TRAPPIST-1e,42,False,0,0,0,0,0,Misaleh,Fatted,True,False
4193,1,Earth,True,G,690,left,PSO J318,22,False,0,0,0,0,0,Jaye,Josesh,True,False
4198,1,Earth,True,E,274,right,TRAPPIST-1e,46,False,0,0,0,0,0,Alarkab,Preeldy,True,False
4202,1,Mars,True,F,788,right,TRAPPIST-1e,26,False,0,0,0,0,0,Ritars,Nate,True,False
4227,1,Earth,True,G,693,right,TRAPPIST-1e,37,False,0,0,230,0,0,Celis,Garzaley,True,False
4235,2,Earth,True,G,694,right,TRAPPIST-1e,35,False,0,0,0,0,400,Elanie,Mosepherry,True,False
4236,2,Mars,True,F,874,left,TRAPPIST-1e,12,False,0,0,0,0,0,Strish,Purte,True,False
4247,1,Earth,True,F,878,left,TRAPPIST-1e,13,False,0,0,0,0,0,unknown,unknown,True,False
4250,1,Earth,True,G,695,left,TRAPPIST-1e,25,False,0,0,0,0,0,Jillie,Beckeetter,True,False
4268,1,Mars,True,F,798,right,TRAPPIST-1e,13,False,0,0,0,0,0,Toate,Bancy,True,False
4268,2,Mars,True,F,798,right,TRAPPIST-1e,39,False,0,0,0,0,0,Treynx,Bancy,True,False
4284,1,Mars,True,F,887,left,TRAPPIST-1e,62,False,0,0,0,0,0,unknown,unknown,True,False
4286,3,Earth,True,G,704,left,TRAPPIST-1e,38,False,0,0,0,0,0,Harlen,Hartley,True,False
4298,2,Mars,True,F,892,left,TRAPPIST-1e,11,False,0,0,0,0,0,Cheeet,Kha,True,False
4298,3,Mars,True,F,892,left,TRAPPIST-1e,69,False,0,0,0,0,0,Nutch,Kha,True,False
4307,1,Mars,True,F,806,right,TRAPPIST-1e,36,False,0,0,0,0,0,Cord,Hooff,True,False
4308,1,Earth,True,G,708,left,TRAPPIST-1e,17,False,0,0,0,0,0,Ianya,Booness,True,False
4321,1,Mars,True,F,809,right,TRAPPIST-1e,34,False,0,0,0,0,0,Hoce,Ecate,True,False
4328,1,Earth,True,G,714,left,TRAPPIST-1e,16,False,0,0,0,0,0,Elene,Larks,True,False
4331,1,Earth,True,G,715,left,TRAPPIST-1e,21,False,0,0,0,0,0,Evendy,Buchansen,True,False
4355,1,Earth,True,G,719,left,TRAPPIST-1e,22,False,0,0,0,0,0,Carold,Maystuarey,True,False
4377,1,Earth,True,G,711,right,TRAPPIST-1e,29,False,0,0,0,0,0,Hanna,Colomonson,True,False
4377,3,Earth,True,G,711,right,TRAPPIST-1e,0,False,0,0,0,0,0,Penne,Colomonson,True,False
4378,2,Earth,False,A,64,left,Cancri e,26,True,0,7596,0,5928,681,Kraban,Glogry,True,False
4379,1,Earth,True,G,712,right,TRAPPIST-1e,19,False,0,0,0,0,0,Sonnie,Blange,True,False
4385,2,Earth,True,G,713,right,TRAPPIST-1e,25,False,0,0,0,0,0,Healle,Tranklinay,True,False
4417,1,Mars,True,F,834,right,TRAPPIST-1e,20,False,0,0,0,0,0,Colatz,Welte,True,False
4439,1,Mars,True,E,289,right,TRAPPIST-1e,54,False,0,0,0,0,0,Cranch,Cooki,True,False
4454,1,Earth,True,C,164,right,TRAPPIST-1e,57,False,0,0,0,0,0,Zosmar,Asolipery,True,False
4455,3,Earth,True,G,731,left,TRAPPIST-1e,51,False,0,0,0,0,0,Belly,Rossey,True,False
4458,1,Earth,True,G,732,left,TRAPPIST-1e,16,False,0,0,0,0,0,Therry,Estevesters,True,False
4468,1,Earth,True,G,729,right,TRAPPIST-1e,43,False,0,0,0,0,0,Eila,Clinantones,True,False
4499,1,Earth,True,G,738,left,TRAPPIST-1e,21,False,0,0,0,0,0,Troya,Hartley,True,False
4523,1,Earth,True,G,737,right,TRAPPIST-1e,0,False,0,0,0,0,0,Heremy,Bushallert,True,False
4523,2,Earth,True,G,737,right,TRAPPIST-1e,34,False,0,0,0,0,0,Stace,Bushallert,True,False
4523,5,Earth,True,G,737,right,TRAPPIST-1e,0,False,0,0,0,0,0,Des,Bushallert,True,False
4525,1,Earth,False,A,56,right,Cancri e,27,False,0,2817,0,415,4111,Enib,Brakeded,True,False
4536,1,Earth,False,A,41,left,Cancri e,33,False,5,2799,0,3439,6,Minopus,Cracul,True,False
4540,1,Earth,True,G,741,right,TRAPPIST-1e,28,False,0,0,0,0,0,Kimmie,Bartez,True,False
4548,1,Earth,True,B,179,right,TRAPPIST-1e,22,False,0,0,0,0,0,Pherkab,Covetive,True,False
4551,4,Earth,True,C,166,right,TRAPPIST-1e,44,False,0,0,0,500,0,Celeon,Dedentive,True,False
4579,1,Earth,True,G,747,right,TRAPPIST-1e,23,False,0,0,0,0,0,Dondy,Hopez,True,False
4582,5,Earth,True,G,748,right,TRAPPIST-1e,16,False,0,0,0,0,0,Bonne,Barris,True,False
4583,1,Mars,True,F,861,right,TRAPPIST-1e,50,False,0,0,0,0,0,Lish,Parte,True,False
4583,2,Mars,True,F,861,right,TRAPPIST-1e,5,False,0,0,0,0,0,Ork,Parte,True,False
4599,1,Earth,True,G,752,right,TRAPPIST-1e,26,False,0,0,0,0,0,Kirky,Pottley,True,False
4600,1,Earth,True,G,749,left,PSO J318,17,False,0,0,0,0,0,Fredy,Pollarkeeks,True,False
4600,2,Earth,True,G,749,left,TRAPPIST-1e,43,False,0,0,0,0,0,Donnie,Pollarkeeks,True,False
4639,5,Earth,True,C,177,right,TRAPPIST-1e,33,False,0,0,0,0,0,Adharan,Clugeammy,True,False
4647,1,Earth,True,G,761,right,TRAPPIST-1e,34,False,0,0,0,0,0,Estina,Englence,True,False
4669,1,Earth,True,B,185,right,TRAPPIST-1e,37,False,0,0,0,0,0,Ankaan,Trakery,True,False
4682,1,Earth,True,G,767,right,TRAPPIST-1e,43,False,0,0,0,0,0,Gracey,Dotsondez,True,False
4683,1,Mars,True,F,953,left,TRAPPIST-1e,38,False,0,0,0,0,0,Honjay,Sacke,True,False
4685,1,Mars,True,F,879,right,TRAPPIST-1e,18,False,0,0,0,0,0,Orz,Napie,True,False
4697,1,Mars,True,F,884,right,TRAPPIST-1e,25,False,0,0,0,0,0,Aard,Kraie,True,False
4701,3,Earth,True,B,187,right,TRAPPIST-1e,38,False,250,0,0,0,0,Mediton,Dedinder,True,False
4701,4,Earth,True,B,187,right,TRAPPIST-1e,25,False,0,0,230,0,0,Naosura,Dedinder,True,False
4702,1,Earth,True,G,770,right,PSO J318,17,False,0,0,0,0,0,Fayen,Micknightt,True,False
4703,1,Earth,True,C,184,right,TRAPPIST-1e,24,False,0,0,0,0,0,Mesonon,Headmish,True,False
4724,1,Earth,True,D,157,left,TRAPPIST-1e,26,False,0,0,0,0,0,Hadaron,Sterve,True,False
4731,1,Earth,True,G,768,left,TRAPPIST-1e,22,False,0,0,0,0,0,Allyn,Farmonrada,True,False
4736,1,Mars,True,F,892,right,TRAPPIST-1e,33,False,0,0,0,0,0,Mocake,Nate,True,False
4740,1,Earth,True,G,774,right,TRAPPIST-1e,16,False,0,0,230,0,0,Trice,Valey,True,False
4745,1,Earth,True,G,769,left,TRAPPIST-1e,16,False,0,0,0,0,0,Camie,Willynnedy,True,False
4747,1,Earth,True,D,148,right,TRAPPIST-1e,43,False,0,0,0,0,0,Mesarga,Ingascomet,True,False
4761,2,Earth,True,G,770,left,TRAPPIST-1e,17,False,0,0,0,0,0,Gerry,Youngrayes,True,False
4765,1,Earth,True,G,771,left,TRAPPIST-1e,1,False,0,0,0,0,0,Karlie,Santry,True,False
4766,1,Mars,True,F,899,right,TRAPPIST-1e,24,False,0,0,0,0,0,Tundsh,Parte,True,False
4768,2,Earth,True,D,158,left,TRAPPIST-1e,26,False,0,0,0,0,0,Phernar,Fuleng,True,False
4776,2,Mars,True,E,297,left,TRAPPIST-1e,23,False,0,0,0,0,0,Batses,Spien,True,False
4776,3,Mars,True,F,973,left,TRAPPIST-1e,19,False,0,0,0,0,0,Dous,Buthe,True,False
4789,1,Mars,True,E,298,left,TRAPPIST-1e,15,False,0,0,0,0,0,Allota,Sad,True,False
4802,1,Earth,True,G,774,left,TRAPPIST-1e,0,False,0,0,0,0,0,Mabley,Lambucketty,True,False
4811,1,Earth,True,G,787,right,PSO J318,39,False,0,0,0,0,0,Colly,Hickett,True,False
4812,1,Earth,True,E,300,left,TRAPPIST-1e,33,False,0,0,0,0,0,Batenar,Sageng,True,False
4825,1,Mars,True,F,910,right,TRAPPIST-1e,18,False,0,0,0,0,0,Beal,Pephe,True,False
4833,1,Earth,False,A,59,right,Cancri e,27,True,0,273,0,2597,4093,Aino,Meroliss,True,False
4834,1,Earth,True,G,790,right,TRAPPIST-1e,18,False,0,0,0,0,0,Adanne,Simonddler,True,False
4849,1,Mars,True,F,987,left,TRAPPIST-1e,22,False,0,0,0,0,0,Donut,Sione,True,False
4852,1,Earth,True,G,780,left,PSO J318,20,False,0,0,0,0,0,Kendre,Savaraldez,True,False
4854,1,Mars,True,F,919,right,TRAPPIST-1e,23,False,0,0,0,0,0,Sugark,Vlart,True,False
4855,1,Earth,True,G,781,left,PSO J318,23,False,0,0,0,0,0,Rayley,Cartyernan,True,False
4855,2,Earth,True,G,781,left,TRAPPIST-1e,21,False,0,0,230,0,0,Idary,Cartyernan,True,False
4859,1,Earth,True,G,793,right,TRAPPIST-1e,19,False,0,0,0,0,0,Claura,Brenney,True,False
4894,1,Earth,True,G,798,right,TRAPPIST-1e,16,False,0,0,0,0,0,Laude,Guerson,True,False
4907,1,Earth,True,G,801,right,TRAPPIST-1e,17,False,0,0,0,0,0,Eliana,Estron,True,False
4935,2,Earth,True,G,796,left,PSO J318,36,False,0,0,0,0,0,Bethew,Whitneyes,True,False
4949,1,Earth,True,C,154,left,TRAPPIST-1e,32,True,0,0,0,0,0,Astrark,Amincrerus,True,False
4959,1,Mars,True,F,940,right,TRAPPIST-1e,69,False,0,0,0,0,0,Donch,Flate,True,False
4962,1,Mars,True,F,1012,left,TRAPPIST-1e,61,False,0,0,0,0,0,Naros,Start,True,False
4966,2,Earth,True,B,197,right,TRAPPIST-1e,24,False,0,0,0,0,0,Alark,Slable,True,False
4968,1,Earth,True,G,801,left,TRAPPIST-1e,48,False,0,0,0,0,0,Haryn,Simmonders,True,False
4971,1,Earth,True,G,812,right,PSO J318,18,False,0,0,0,0,0,Lillen,Contrevins,True,False
4982,1,Earth,True,G,815,right,TRAPPIST-1e,24,False,0,0,0,0,0,Wenise,Armstromez,True,False
4984,2,Earth,True,F,947,right,PSO J318,21,False,690,0,0,49,7,Annard,Baldson,True,False
4985,1,Mars,True,F,948,right,TRAPPIST-1e,25,False,0,0,0,0,0,Grawk,Welte,True,False
4988,1,Earth,True,B,163,left,TRAPPIST-1e,49,False,0,0,0,0,0,Alhaino,Suartforly,True,False
5029,2,Earth,True,B,168,left,TRAPPIST-1e,26,False,0,0,0,0,0,Hallah,Derterval,True,False
5031,1,Earth,False,A,45,left,Cancri e,21,False,0,438,0,0,2175,Ranan,Seadler,True,False
5038,1,Mars,False,A,80,left,Cancri e,29,False,465,0,169,102,2104,Bers,Sun,True,False
5038,2,Mars,True,F,1025,left,TRAPPIST-1e,11,False,0,0,0,0,0,Cocors,Sun,True,False
5043,1,Mars,True,F,1027,left,TRAPPIST-1e,31,False,0,0,0,0,0,Gice,Lette,True,False
5045,1,Mars,True,F,960,right,TRAPPIST-1e,32,False,0,0,0,0,0,Ots,Tité,True,False
5046,1,Earth,True,G,827,right,TRAPPIST-1e,22,False,0,0,0,0,0,Lonnis,Spencervan,True,False
5047,1,Earth,True,G,828,right,PSO J318,38,False,0,0,0,0,0,Shawne,Edwartizman,True,False
5055,1,Earth,True,G,815,left,TRAPPIST-1e,38,False,0,0,0,0,0,Fayen,Hodgesss,True,False
5079,1,Mars,True,F,968,right,TRAPPIST-1e,20,False,0,0,0,0,0,Froops,Dal,True,False
5086,1,Mars,True,F,971,right,TRAPPIST-1e,58,False,0,0,0,0,0,Mon,Fort,True,False
5094,1,Earth,True,G,822,left,PSO J318,19,False,0,0,0,0,0,Idarry,Rilley,True,False
5100,1,Mars,True,F,977,right,TRAPPIST-1e,50,False,0,0,0,0,0,Gone,Cle,True,False
5114,1,Mars,True,F,979,right,TRAPPIST-1e,44,False,0,0,0,0,0,Waffes,Chnie,True,False
5121,1,Earth,True,G,826,left,TRAPPIST-1e,18,False,0,0,19,746,5,Ireen,Hermanapp,True,False
5141,1,Mars,True,F,1049,left,TRAPPIST-1e,20,False,0,0,0,0,0,Anack,Gene,True,False
5150,1,Mars,True,F,987,right,TRAPPIST-1e,39,False,0,0,0,0,0,Chones,Bush,True,False
5153,1,Earth,True,G,843,right,TRAPPIST-1e,20,False,0,0,0,0,0,Sadine,Hinetthews,True,False
5189,1,Earth,False,A,63,right,Cancri e,44,False,0,2175,0,25,400,Alathim,Dratembid,True,False
5219,1,Mars,True,F,1001,right,TRAPPIST-1e,32,False,0,0,0,0,0,Sugars,Minen,True,False
5222,1,Earth,True,G,847,right,TRAPPIST-1e,50,False,0,0,0,0,0,Delody,Dunnisey,True,False
5237,1,Mars,True,F,1068,left,TRAPPIST-1e,14,False,0,0,0,0,0,Caks,Cooki,True,False
5241,2,Earth,True,G,846,left,PSO J318,16,False,0,0,0,0,0,Walley,Logannon,True,False
5245,1,Earth,False,A,48,left,Cancri e,25,False,0,2386,0,417,425,Okulus,Disheract,True,False
5267,2,Earth,True,G,851,left,TRAPPIST-1e,18,False,0,0,0,0,0,Lerome,Monsoney,True,False
5284,1,Earth,True,E,328,left,TRAPPIST-1e,52,False,0,0,0,0,0,Batares,Siveduced,True,False
5285,1,Earth,True,C,164,left,TRAPPIST-1e,47,False,0,0,0,0,0,Dyonif,Motive,True,False
5308,2,Earth,True,G,865,right,TRAPPIST-1e,26,False,0,0,0,0,0,Kene,Mccarveymon,True,False
5309,1,Earth,True,C,165,left,TRAPPIST-1e,42,False,0,0,0,0,0,Brachir,Steroot,True,False
5311,1,Earth,True,G,858,left,TRAPPIST-1e,31,False,0,0,0,0,0,Evey,Tranciams,True,False
5318,1,Earth,True,G,859,left,TRAPPIST-1e,37,False,0,0,0,0,0,Eliana,Coopelandez,True,False
5324,1,Earth,True,G,860,left,TRAPPIST-1e,44,False,0,0,0,0,0,Racily,Mcbriguez,True,False
5328,1,Earth,True,C,166,left,TRAPPIST-1e,36,False,0,0,0,0,0,Achib,Dischod,True,False
5329,2,Earth,True,G,861,left,PSO J318,1,False,0,0,0,0,0,Jamela,Mclardson,True,False
5335,3,Earth,False,A,49,left,Cancri e,33,False,4781,4132,0,4,39,Steron,Pronfraked,True,False
5335,4,Earth,False,A,49,left,Cancri e,25,False,13,3209,0,24,330,Edark,Moring,True,False
5349,1,Earth,True,G,863,left,PSO J318,23,False,0,0,0,0,0,Doria,Wolferguson,True,False
5352,1,Earth,True,G,864,left,TRAPPIST-1e,13,False,0,0,0,0,0,Pennie,Foledges,True,False
5357,1,Earth,True,B,184,left,TRAPPIST-1e,32,False,0,0,0,0,0,Atrino,Unpasine,True,False
5357,2,Earth,True,B,184,left,TRAPPIST-1e,17,False,0,0,0,0,0,Jihalla,Diouselt,True,False
5371,1,Mars,True,F,1027,right,TRAPPIST-1e,8,False,0,0,0,0,0,Coobix,Apple,True,False
5371,3,Mars,True,F,1027,right,TRAPPIST-1e,30,False,0,0,0,0,0,Cats,Apple,True,False
5376,2,Earth,True,C,171,left,TRAPPIST-1e,38,False,0,0,0,0,0,Cherrak,Fantlaxed,True,False
5386,1,Earth,True,G,868,left,TRAPPIST-1e,18,False,0,0,0,0,0,Sandie,Quinnerettt,True,False
5398,1,Mars,True,F,1110,left,TRAPPIST-1e,24,False,0,0,0,0,0,Boats,Soun,True,False
5407,1,Mars,True,E,346,right,TRAPPIST-1e,42,False,0,0,0,0,0,Weaffs,Datty,True,False
5481,1,Earth,True,B,209,right,TRAPPIST-1e,33,True,0,0,0,0,0,Muontak,Susent,True,False
5495,1,Mars,True,F,1138,left,TRAPPIST-1e,39,False,0,0,0,0,0,Clow,Blité,True,False
5498,1,Earth,True,G,883,left,TRAPPIST-1e,29,False,0,0,0,0,0,Charly,Hanghanson,True,False
5498,2,Earth,True,G,883,left,TRAPPIST-1e,27,False,0,0,0,0,0,Mael,Hanghanson,True,False
5505,2,Earth,True,G,886,right,TRAPPIST-1e,45,False,0,0,0,0,0,Holey,Whiters,True,False
5513,1,Earth,True,G,888,right,PSO J318,18,False,0,0,0,0,0,Gracia,Mayods,True,False
5513,2,Earth,True,G,888,right,TRAPPIST-1e,0,False,0,0,0,0,0,Min,Mayods,True,False
5518,1,Earth,False,A,68,right,Cancri e,56,False,166,1006,0,1729,16,Hadaton,Fuelrad,True,False
5547,1,Earth,True,G,887,left,TRAPPIST-1e,18,False,0,0,0,0,0,Etha,Alvasquez,True,False
5549,1,Earth,True,D,177,left,TRAPPIST-1e,23,False,0,0,0,0,0,Steron,Sloweber,True,False
5553,1,Mars,True,F,1151,left,TRAPPIST-1e,44,False,0,0,0,0,0,Kokrus,Traie,True,False
5554,1,Earth,True,G,889,left,TRAPPIST-1e,21,False,0,0,230,0,0,Jarena,Mayder,True,False
5562,1,Earth,True,D,169,right,TRAPPIST-1e,18,False,0,0,0,0,0,unknown,unknown,True,False
5570,1,Earth,True,G,899,right,PSO J318,33,False,0,0,0,0,0,Bettie,Deckley,True,False
5577,1,Earth,True,G,901,right,PSO J318,10,False,0,0,0,0,0,Thery,Briggston,True,False
5577,3,Earth,True,G,901,right,TRAPPIST-1e,0,False,0,0,0,0,0,Ivaney,Englence,True,False
5577,4,Earth,True,G,901,right,TRAPPIST-1e,0,False,0,0,0,0,0,unknown,unknown,True,False
5577,5,Earth,True,G,901,right,TRAPPIST-1e,4,False,0,0,0,0,0,Tyle,Briggston,True,False
5579,1,Earth,True,B,189,left,TRAPPIST-1e,48,False,0,0,0,0,0,Tabus,Sivent,True,False
5584,1,Mars,True,F,1157,left,TRAPPIST-1e,27,False,0,0,0,0,0,Pioss,Lacke,True,False
5588,2,Mars,True,F,1066,right,TRAPPIST-1e,47,False,0,0,0,0,0,Cobix,Cola,True,False
5588,3,Mars,True,F,1066,right,TRAPPIST-1e,16,False,0,0,0,0,0,Cocors,Cola,True,False
5588,5,Mars,True,F,1066,right,TRAPPIST-1e,31,False,0,0,0,0,0,Fes,Cola,True,False
5590,1,Mars,True,E,362,right,TRAPPIST-1e,28,False,0,0,0,0,0,Lychex,Cread,True,False
5600,1,Earth,True,G,896,left,PSO J318,18,False,0,0,0,0,0,Vick,Bartines,True,False
5607,1,Mars,True,E,366,right,TRAPPIST-1e,33,False,0,0,0,0,0,Blat,Bush,True,False
5612,1,Earth,True,G,905,right,TRAPPIST-1e,28,False,0,0,0,0,0,Adria,Hoppernardy,True,False
5624,1,Earth,True,G,910,right,TRAPPIST-1e,37,False,0,0,0,0,400,unknown,unknown,True,False
5632,1,Earth,True,C,177,left,TRAPPIST-1e,44,False,0,0,0,0,0,Altairk,Ranicood,True,False
5638,1,Earth,True,G,912,right,TRAPPIST-1e,20,False,0,0,0,0,0,Racily,Stannondez,True,False
5641,1,Earth,True,G,914,right,TRAPPIST-1e,18,False,0,0,0,0,0,Fayel,Gallard,True,False
5657,1,Earth,False,A,70,right,Cancri e,26,False,0,0,6,2567,2273,Ranon,Cassiding,True,False
5664,3,Earth,True,G,917,right,TRAPPIST-1e,2,False,0,0,0,0,0,Tracia,Rochan,True,False
5668,1,Earth,True,E,369,right,TRAPPIST-1e,30,False,0,0,0,0,0,Marf,Holiabler,True,False
5669,1,Earth,True,G,918,right,TRAPPIST-1e,20,False,0,0,0,0,0,Tonyn,Mcleandez,True,False
5670,1,Earth,True,G,919,right,PSO J318,31,False,0,0,0,0,0,Kennie,Rices,True,False
5672,1,Earth,True,G,908,left,TRAPPIST-1e,13,False,0,0,0,0,0,Maryn,Potthews,True,False
5678,1,Mars,True,F,1176,left,TRAPPIST-1e,18,False,0,0,0,0,0,Ros,Goone,True,False
5678,2,Mars,True,E,358,left,TRAPPIST-1e,50,False,0,0,0,0,0,Ritars,Goone,True,False
5691,1,Mars,True,F,1086,right,TRAPPIST-1e,46,False,0,0,0,0,0,Aard,Backo,True,False
5694,1,Earth,True,B,191,left,TRAPPIST-1e,25,False,0,0,0,0,0,Winonon,Tionstious,True,False
5708,1,Earth,True,G,914,left,TRAPPIST-1e,26,False,0,0,0,0,400,Carona,Burraymons,True,False
5734,1,Mars,True,F,1095,right,TRAPPIST-1e,22,False,0,0,0,0,0,unknown,unknown,True,False
5759,1,Earth,True,G,935,right,TRAPPIST-1e,41,False,0,0,0,0,0,Shery,Ballocks,True,False
5766,1,Mars,True,F,1101,right,TRAPPIST-1e,25,False,0,0,0,0,0,Aleys,Ramad,True,False
5775,1,Mars,True,F,1198,left,TRAPPIST-1e,29,False,0,0,0,0,0,Anes,Opie,True,False
5782,4,Earth,True,G,939,right,TRAPPIST-1e,50,False,0,0,0,0,0,Melia,Hurchez,True,False
5787,2,Earth,True,G,929,left,TRAPPIST-1e,14,False,0,0,0,0,0,Robyna,Crayeson,True,False
5789,2,Earth,True,G,940,right,PSO J318,34,False,0,0,0,0,0,Rona,Polliamposs,True,False
5803,1,Earth,True,G,932,left,TRAPPIST-1e,22,False,0,0,0,0,0,Regana,Belley,True,False
5841,2,Mars,True,F,1207,left,TRAPPIST-1e,3,False,0,0,0,0,0,Halesh,Blane,True,False
5841,3,Mars,True,F,1207,left,TRAPPIST-1e,18,False,0,0,0,150,0,Flams,Blane,True,False
5845,1,Earth,True,G,947,left,PSO J318,44,False,0,0,0,0,0,unknown,unknown,True,False
5870,1,Earth,True,G,951,left,TRAPPIST-1e,20,False,0,0,0,0,0,Maurie,Roachez,True,False
5873,2,Earth,True,G,952,left,TRAPPIST-1e,37,False,0,0,0,0,0,Kenda,Acobsond,True,False
5881,1,Earth,True,B,225,right,TRAPPIST-1e,48,False,0,0,0,0,0,Dabik,Covale,True,False
5883,1,Earth,True,B,200,left,TRAPPIST-1e,33,False,0,0,0,0,0,Castab,Ineedeve,True,False
5904,1,Mars,True,F,1125,right,TRAPPIST-1e,35,False,0,0,0,0,0,Graisp,Sidie,True,False
5911,6,Earth,True,G,962,right,PSO J318,10,False,0,0,0,0,0,Benny,Mcgowaymond,True,False
5914,1,Earth,True,G,964,right,TRAPPIST-1e,19,False,0,0,0,0,0,Teremy,Vandez,True,False
5917,1,Earth,True,G,965,right,PSO J318,19,False,250,0,0,0,0,unknown,unknown,True,False
5918,1,Earth,True,G,958,left,TRAPPIST-1e,46,False,0,0,0,0,0,Blancy,Moongton,True,False
5926,1,Earth,True,G,961,left,TRAPPIST-1e,25,False,0,0,0,0,0,Craine,Staffersby,True,False
5936,1,Earth,True,C,184,left,TRAPPIST-1e,24,False,0,0,0,0,0,Kleeiak,Antcal,True,False
5942,1,Earth,True,B,202,left,TRAPPIST-1e,16,False,0,0,0,0,0,Muontak,Shoeweely,True,False
5964,2,Earth,True,B,228,right,TRAPPIST-1e,49,True,0,0,0,0,400,Kabih,Fuelddid,True,False
5996,1,Earth,True,G,976,right,TRAPPIST-1e,47,False,0,0,0,0,0,Enrie,Hortez,True,False
5997,2,Mars,True,F,1142,right,TRAPPIST-1e,46,False,0,0,0,0,0,Parney,Fatte,True,False
6002,1,Mars,True,E,382,left,TRAPPIST-1e,66,False,0,0,0,0,0,Honda,Perta,True,False
6005,5,Earth,True,G,978,right,TRAPPIST-1e,5,False,0,0,0,0,0,Chael,Dickley,True,False
6013,1,Earth,True,G,972,left,TRAPPIST-1e,26,False,0,0,0,0,0,Dellia,Hewson,True,False
6021,1,Earth,True,G,980,right,TRAPPIST-1e,22,False,0,0,0,0,0,Jonald,Vinston,True,False
