Passenger_trav_group,PassengerId_in_group,HomePlanet,CryoSleep,Deck_num,Room_num,Bord_side,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,First_name,Last_name,Transported
3797,1,Earth,False,B,122,left,TRAPPIST-1e,26,False,0,0,0,0,0,Kleeiak,Couseced,False
3798,1,Earth,True,E,253,right,TRAPPIST-1e,67,False,0,0,0,0,0,Castra,Exibuctich,True
3801,1,Earth,False,G,622,left,Cancri e,27,False,0,0,0,36,437,Mayne,Leblanchez,False
3803,1,Mars,False,F,782,left,TRAPPIST-1e,33,False,25,0,1376,604,0,Sts,Welte,False
3804,1,Earth,False,F,783,left,TRAPPIST-1e,18,False,0,17,0,0,784,Vivia,Harry,False
3805,1,Earth,False,F,784,left,TRAPPIST-1e,36,False,357,0,114,0,400,Frandy,Pacerty,False
3807,1,Earth,True,G,623,right,TRAPPIST-1e,18,False,0,0,0,0,0,Benew,Barnolaney,True
3810,1,Earth,False,G,624,right,TRAPPIST-1e,51,False,406,0,53,0,350,Tera,Trankliney,False
3811,1,Mars,True,F,786,left,TRAPPIST-1e,54,False,0,0,0,0,0,Fisps,Frasp,True
3811,2,Mars,False,D,128,left,TRAPPIST-1e,33,False,3361,0,13,15,0,Sters,Frasp,False
3812,1,Earth,False,F,717,right,TRAPPIST-1e,18,False,14,651,11,17,250,Sonnie,Floways,False
3814,1,Earth,True,D,129,left,TRAPPIST-1e,57,False,0,0,0,0,0,Etair,Calazy,True
3815,1,Earth,False,F,787,left,TRAPPIST-1e,23,False,0,0,0,724,80,Tarah,Patteraley,False
3816,1,Earth,False,E,225,left,TRAPPIST-1e,24,False,58,0,4,789,54,Scotte,Carterson,False
3817,1,Mars,False,E,226,left,TRAPPIST-1e,20,False,984,1,921,0,250,Poselk,Reste,False
3820,1,Mars,True,F,790,left,TRAPPIST-1e,21,False,0,0,0,0,0,Unchal,Ecre,True
3822,1,Earth,False,F,718,right,PSO J318,41,False,0,122,0,104,486,Lyny,Mcinton,False
3823,1,Mars,False,F,719,right,TRAPPIST-1e,27,False,1192,0,0,0,0,Crisp,Spore,True
3824,1,Earth,False,G,625,right,PSO J318,49,False,0,51,101,50,400,Byront,Mclardson,True
3826,1,Earth,False,G,626,right,TRAPPIST-1e,18,False,0,0,0,1565,224,Fanna,Navages,False
3830,1,Earth,False,G,627,right,Cancri e,34,False,71,0,242,393,0,Racey,Powery,False
3831,1,Mars,False,D,123,right,TRAPPIST-1e,73,False,799,0,190,68,0,Pikes,Nan,False
3832,1,Earth,False,G,627,left,TRAPPIST-1e,40,False,1387,614,1564,5,0,Bonyam,Litthews,False
3835,1,Earth,False,E,255,right,PSO J318,63,False,1,897,0,0,8,Berna,Tersony,False
3836,1,Mars,False,F,723,right,TRAPPIST-1e,21,False,1060,0,91,0,0,unknown,unknown,True
3838,1,Earth,False,E,227,left,TRAPPIST-1e,21,False,28,580,0,0,236,Billya,Estiagosen,True
3839,1,Mars,False,E,228,left,TRAPPIST-1e,23,False,418,4,627,0,0,Puffes,Kine,False
3841,1,Mars,False,F,793,left,TRAPPIST-1e,31,False,1049,31,227,2,0,Goldch,Kashe,False
3842,1,Earth,False,F,794,left,Cancri e,41,False,312,89,44,0,252,Lynnee,Vinston,False
3846,1,Earth,True,G,630,left,TRAPPIST-1e,15,False,0,0,0,0,0,Tracia,Hahnstonsen,True
3847,1,Earth,False,C,126,left,TRAPPIST-1e,36,False,90,2050,0,15,1244,Gatrino,Reshory,False
3848,1,Earth,False,F,795,left,TRAPPIST-1e,24,False,4,314,0,0,428,Warry,Jacostaney,False
3849,1,Earth,False,G,631,left,TRAPPIST-1e,27,False,0,253,0,79,421,Timmy,Santry,False
3850,1,Earth,False,C,137,right,Cancri e,24,False,38,257,0,54,4184,Keidhma,Unteckery,False
3850,2,Earth,True,C,137,right,Cancri e,19,False,0,0,0,0,0,Astula,Unteckery,True
3850,3,Earth,False,C,137,right,TRAPPIST-1e,25,False,0,6130,0,36,1,Achib,Unteckery,True
3850,4,Earth,True,C,137,right,Cancri e,39,False,0,0,0,0,0,Alchium,Unteckery,True
3850,5,Earth,True,C,137,right,TRAPPIST-1e,15,False,0,0,0,0,0,Thallah,Unteckery,True
3850,6,Earth,False,C,137,right,TRAPPIST-1e,31,False,0,1565,0,97,1678,Sabiark,Unteckery,True
3850,7,Earth,True,C,137,right,Cancri e,25,False,0,0,0,0,0,Azharga,Chuble,True
3851,1,Earth,False,C,127,left,TRAPPIST-1e,57,False,205,4415,0,1589,305,Alino,Namsheary,False
3852,1,Mars,True,F,796,left,TRAPPIST-1e,52,False,0,0,0,0,0,Tive,Tepie,True
3853,1,Earth,False,F,725,right,PSO J318,18,False,16,6,735,0,0,Jeane,Herreras,True
3854,1,Earth,True,G,632,left,TRAPPIST-1e,33,False,0,0,0,0,0,Racey,Carsoning,True
3856,1,Earth,False,F,726,right,TRAPPIST-1e,23,False,339,754,7,0,0,Ward,Alvasquez,True
3857,1,Earth,True,E,230,left,Cancri e,34,False,0,0,180,0,0,Eltard,Dreamspric,True
3862,1,Mars,True,F,729,right,Cancri e,38,False,0,0,0,0,0,Rohs,Paie,True
3862,2,Mars,False,E,256,right,TRAPPIST-1e,21,False,2627,0,597,0,0,Blakes,Ple,True
3862,3,Mars,True,E,256,right,TRAPPIST-1e,31,False,0,0,0,0,0,unknown,unknown,False
3862,4,Mars,False,D,124,right,TRAPPIST-1e,13,False,974,0,1883,0,505,Herms,Cako,False
3862,5,Mars,False,F,729,right,TRAPPIST-1e,54,False,149,981,215,0,0,Cherry,Paie,True
3862,6,Mars,False,F,729,right,TRAPPIST-1e,13,False,1008,667,8,0,250,Bants,Cako,False
3862,7,Mars,False,D,124,right,TRAPPIST-1e,18,False,12,800,1105,658,16,Chex,Ple,False
3864,1,Earth,True,D,125,right,TRAPPIST-1e,36,False,0,0,0,0,0,Ionium,Dertering,True
3866,1,Earth,False,F,797,left,TRAPPIST-1e,43,False,0,0,7,0,963,Lis,Hendrys,False
3867,1,Earth,False,F,798,left,TRAPPIST-1e,56,False,3,800,768,0,400,Tyle,Guerson,True
3868,1,Earth,False,F,731,right,TRAPPIST-1e,63,False,1540,800,0,0,1,Brie,Braymon,False
3868,2,Earth,False,G,630,right,TRAPPIST-1e,9,False,0,0,0,0,0,Thell,Braymon,True
3868,3,Earth,False,G,630,right,TRAPPIST-1e,9,False,0,0,0,0,0,Joanry,Braymon,False
3868,4,Earth,False,G,630,right,TRAPPIST-1e,0,False,0,0,0,0,0,Harrie,Braymon,True
3868,5,Earth,False,F,731,right,Cancri e,16,False,0,0,623,40,209,Darry,Braymon,True
3868,6,Earth,True,G,630,right,TRAPPIST-1e,42,False,0,0,0,0,0,Line,Braymon,True
3868,7,Earth,True,G,630,right,TRAPPIST-1e,9,False,0,0,0,0,0,Hene,Braymon,False
3870,1,Earth,True,B,148,right,Cancri e,22,False,0,0,0,0,0,Izarino,Gemoserad,True
3871,1,Earth,True,B,149,right,Cancri e,47,False,0,0,0,0,0,Megrezn,Flourbent,True
3872,1,Mars,True,F,799,left,TRAPPIST-1e,30,False,0,0,0,0,0,Cupers,Quart,True
3873,1,Earth,False,F,800,left,TRAPPIST-1e,29,False,2478,0,31,4,11,Violey,Pearsalason,False
3874,1,Earth,False,G,631,right,TRAPPIST-1e,36,False,86,218,0,0,479,Clindy,Lambleyoun,False
3874,2,Earth,False,E,258,right,TRAPPIST-1e,22,False,158,1556,1189,845,96,Frandy,Lambleyoun,True
3875,1,Earth,False,E,232,left,TRAPPIST-1e,19,False,0,0,3,785,0,Teremy,Garzaley,False
3879,1,Mars,False,F,801,left,Cancri e,31,False,796,0,70,595,0,Spies,Nache,False
3883,1,Earth,True,B,150,right,Cancri e,17,False,0,0,0,0,0,Mergas,Unreezy,True
3883,2,Earth,False,B,150,right,TRAPPIST-1e,38,False,0,3060,0,4,2325,Mesarga,Unreezy,False
3883,3,Earth,True,B,150,right,Cancri e,13,False,0,0,0,250,0,Dira,Unreezy,True
3886,1,Earth,True,G,633,left,PSO J318,36,False,0,0,0,0,0,Nicey,Moreman,True
3888,1,Earth,False,G,633,right,TRAPPIST-1e,0,False,0,0,0,0,0,unknown,unknown,True
3890,1,Earth,True,G,634,right,TRAPPIST-1e,21,False,0,0,0,0,0,Dorie,Weissey,True
3894,1,Earth,False,F,735,right,PSO J318,18,False,0,525,0,0,84,Stald,Vinozarks,True
3895,1,Mars,True,E,233,left,TRAPPIST-1e,36,False,0,0,0,0,0,Wolous,Anpie,False
3895,2,Mars,False,E,233,left,TRAPPIST-1e,27,False,847,800,4,0,1,Swal,Anpie,False
3895,3,Mars,False,E,233,left,TRAPPIST-1e,5,False,0,0,0,0,0,Cranch,Anpie,True
3896,1,Earth,False,C,140,right,Cancri e,18,False,0,4387,0,2241,0,Ainoxa,Preeldy,True
3897,1,Earth,True,G,635,left,TRAPPIST-1e,25,False,0,0,0,0,0,Elson,Peckers,False
3898,1,Earth,True,G,636,right,TRAPPIST-1e,14,False,0,0,0,0,0,Moniey,Vinston,True
3899,1,Earth,True,E,234,left,TRAPPIST-1e,23,False,0,0,0,0,0,Kaffias,Ingwhed,True
3903,1,Earth,False,G,636,left,Cancri e,2,False,0,0,0,0,0,Glendy,Doughan,False
3903,2,Earth,True,G,636,left,TRAPPIST-1e,1,False,0,0,0,0,0,Anton,Booness,False
3903,3,Earth,True,G,636,left,Cancri e,7,False,0,0,0,0,0,unknown,unknown,True
3903,4,Earth,False,G,636,left,PSO J318,6,False,0,0,0,0,0,Deanne,Emenez,False
3903,5,Earth,False,F,804,left,TRAPPIST-1e,56,False,967,0,0,3,0,Tricky,Doughan,False
3903,6,Earth,True,G,636,left,Cancri e,4,False,0,0,0,0,0,Iandy,Doughan,True
3904,1,Earth,False,G,637,right,TRAPPIST-1e,65,False,0,0,0,0,909,Joanie,Charpelaney,False
3907,1,Earth,True,G,639,right,TRAPPIST-1e,36,False,0,0,0,0,0,Scotty,Richan,True
3909,1,Earth,True,C,141,right,TRAPPIST-1e,25,False,0,0,0,0,0,Alcorix,Scoudelle,True
3911,1,Earth,False,F,736,right,TRAPPIST-1e,41,False,6,1,11,1046,0,Billa,Petermandez,False
3911,2,Earth,False,E,260,right,TRAPPIST-1e,20,False,9,0,1462,94,54,France,Pentss,True
3911,3,Earth,True,G,640,right,PSO J318,18,False,0,0,0,0,0,unknown,unknown,True
3912,1,Earth,False,F,737,right,TRAPPIST-1e,15,False,309,28,496,20,49,Carona,Cartiz,True
3913,1,Earth,False,F,738,right,TRAPPIST-1e,23,False,0,93,1,0,542,Catha,Waterson,False
3913,2,Earth,False,F,738,right,PSO J318,29,False,0,2,553,44,0,Ermank,Waterson,False
3915,1,Earth,True,G,641,right,TRAPPIST-1e,33,False,0,0,0,0,0,Leondy,Mayods,True
3916,1,Earth,False,D,128,right,TRAPPIST-1e,14,False,2,881,0,578,214,Cellus,Ciplanke,False
3916,2,Earth,True,D,128,right,Cancri e,55,False,0,0,0,0,0,Alhenah,Ciplanke,True
3917,1,Earth,False,B,124,left,TRAPPIST-1e,30,False,0,690,0,49,2264,Shabih,Esseal,False
3919,1,Earth,False,F,806,left,TRAPPIST-1e,21,False,0,0,180,65,480,Vina,Blace,False
3921,1,Earth,False,E,262,right,TRAPPIST-1e,26,False,35,42,711,0,0,Felice,Kramosley,True
3922,1,Earth,True,G,641,left,PSO J318,33,False,0,0,0,0,0,Melica,Bardsey,True
3923,1,Earth,False,F,808,left,TRAPPIST-1e,18,False,95,0,0,13,622,Jenne,Cofferson,False
3923,2,Earth,True,G,642,left,TRAPPIST-1e,9,False,0,0,0,0,0,Isaacy,Cofferson,True
3923,3,Earth,True,G,642,left,Cancri e,0,False,0,0,0,0,0,Kaye,Cofferson,True
3924,1,Earth,False,E,263,right,Cancri e,19,False,0,47,0,263,384,Nance,Reenon,True
3926,1,Earth,False,F,810,left,TRAPPIST-1e,18,False,716,800,0,0,0,Wine,Fowlesterez,False
3927,1,Earth,False,C,142,right,Cancri e,38,False,55,1258,0,650,10786,Skyrmak,Tionstious,False
3927,2,Earth,False,C,142,right,Cancri e,42,False,0,1249,0,1313,1148,Alar,Tionstious,True
3928,1,Earth,False,E,264,right,TRAPPIST-1e,28,False,3,1300,0,1250,1148,Anchird,Witeronfus,False
3928,2,Earth,True,E,264,right,Cancri e,37,False,0,0,0,0,0,Alrak,Witeronfus,True
3930,1,Earth,False,F,740,right,Cancri e,29,False,0,0,0,1819,1,Dell,Mcguirez,False
3931,1,Earth,False,F,811,left,Cancri e,42,False,0,218,0,481,2,Denis,Sandry,False
3932,1,Mars,False,E,265,right,TRAPPIST-1e,18,False,659,0,2316,0,23,Cint,Vlate,True
3932,2,Mars,False,D,129,right,Cancri e,34,False,2,0,805,29,0,Fal,Vlate,True
3933,1,Earth,True,G,642,right,Cancri e,34,False,0,0,0,0,0,Gileen,Coleyanglas,True
3935,1,Earth,True,G,643,right,PSO J318,18,False,0,0,0,0,0,Walla,Mccarveymon,False
3936,1,Earth,False,G,644,right,TRAPPIST-1e,24,False,3537,0,0,0,0,Carley,Sancasey,False
3937,1,Earth,False,F,742,right,TRAPPIST-1e,24,False,45,588,5,7,0,Vanie,Rossey,True
3938,1,Mars,True,F,743,right,TRAPPIST-1e,56,False,0,0,0,0,0,unknown,unknown,True
3938,2,Mars,True,F,743,right,TRAPPIST-1e,2,False,0,0,0,0,0,Dies,Flité,True
3938,3,Mars,True,F,743,right,TRAPPIST-1e,12,False,0,0,0,0,0,Gut,Flité,True
3939,1,Earth,False,E,237,left,TRAPPIST-1e,37,False,772,0,840,1,5,Eriana,Alberts,False
3940,1,Mars,False,D,132,left,TRAPPIST-1e,60,True,2739,0,0,0,0,Trisp,Apie,False
3941,1,Earth,True,G,643,left,TRAPPIST-1e,55,False,0,0,0,0,0,Adanne,Mejiaddox,False
3942,1,Earth,True,G,645,right,PSO J318,20,False,0,0,0,0,0,Floyde,Grahangory,False
3944,1,Mars,False,F,745,right,TRAPPIST-1e,28,False,629,0,659,607,0,Crin,Stike,False
3945,1,Earth,True,G,644,left,TRAPPIST-1e,28,False,0,0,0,0,0,Ivanne,Lambles,False
3946,1,Mars,False,F,812,left,TRAPPIST-1e,37,False,14,0,91,1203,0,Lles,Parta,False
3948,1,Earth,False,F,814,left,TRAPPIST-1e,18,False,325,0,477,50,5,Erick,Castron,False
3949,1,Earth,False,E,238,left,TRAPPIST-1e,14,False,781,0,1,4,1,Denis,Burraymons,False
3950,1,Earth,False,C,143,right,TRAPPIST-1e,29,False,3478,11153,15,203,15,Mirara,Steary,True
3952,1,Earth,False,F,746,right,TRAPPIST-1e,51,False,0,0,0,544,12,Earlie,Rodricker,False
3954,1,Earth,True,G,647,right,TRAPPIST-1e,45,False,0,0,0,0,0,Arlen,Blacks,False
3955,1,Earth,True,G,648,right,TRAPPIST-1e,45,False,0,0,0,0,0,Morrie,Gamberson,True
3958,1,Mars,False,F,747,right,TRAPPIST-1e,41,False,1144,12,14,22,0,Bun,Sau,False
3959,1,Earth,False,G,646,left,TRAPPIST-1e,21,False,0,80,255,0,5190,Leahy,Sullones,False
3959,2,Earth,False,F,817,left,TRAPPIST-1e,28,False,653,0,0,0,20,Elanie,Sullones,False
3959,3,Earth,True,G,646,left,Cancri e,0,False,0,0,0,0,0,Maya,Sullones,True
3960,1,Earth,False,F,748,right,TRAPPIST-1e,46,False,0,0,0,0,880,Shanie,Herreras,False
3961,1,Mars,True,F,749,right,TRAPPIST-1e,41,False,0,0,0,0,0,Wheals,Peake,True
3962,1,Earth,True,G,647,left,Cancri e,13,False,0,0,0,0,0,Hughy,Guerson,True
3962,2,Earth,False,E,239,left,PSO J318,55,False,0,1203,0,0,446,Brance,Guerson,False
3963,1,Earth,True,G,648,left,PSO J318,20,False,0,0,0,0,0,Cassa,Bradlerson,True
3964,1,Earth,True,G,650,right,TRAPPIST-1e,21,False,0,0,0,0,0,Estina,Chanan,True
3966,1,Earth,False,F,818,left,TRAPPIST-1e,49,False,324,275,0,0,0,Lillia,Kerristicey,False
3966,2,Earth,False,G,649,left,TRAPPIST-1e,27,False,0,0,1020,0,400,Fanna,Kerristicey,True
3966,3,Earth,False,G,649,left,TRAPPIST-1e,0,False,0,0,0,0,0,Adriet,Kerristicey,True
3967,1,Mars,False,F,819,left,TRAPPIST-1e,22,False,886,55,0,0,250,Ray,Seen,False
3968,1,Earth,True,G,650,left,TRAPPIST-1e,17,False,0,0,0,0,0,Louisa,Briggins,False
3970,1,Mars,False,F,751,right,TRAPPIST-1e,23,False,355,0,764,0,0,Cowl,Blake,True
3971,1,Earth,False,G,651,left,TRAPPIST-1e,44,False,39,821,0,7,41,Joanry,Brighttt,False
3973,1,Earth,True,E,240,left,TRAPPIST-1e,29,False,0,0,0,0,0,Astorux,Reedectied,True
3974,1,Earth,False,F,752,right,TRAPPIST-1e,19,False,0,0,5,756,0,Karia,Davens,True
3974,2,Earth,True,G,652,right,TRAPPIST-1e,3,False,0,0,0,0,0,Janee,Davens,True
3977,1,Earth,False,E,241,left,TRAPPIST-1e,19,False,46,0,675,0,0,Tyrony,Quinnedy,True
3980,1,Earth,True,G,653,left,TRAPPIST-1e,22,False,0,0,0,0,0,Hencey,Garrincent,True
3984,1,Earth,True,G,654,right,PSO J318,36,False,0,0,0,0,0,Regory,Wilsoney,True
3985,1,Earth,False,G,654,left,TRAPPIST-1e,50,False,667,0,0,11,170,Leneva,Hahnstoneal,False
3986,1,Mars,False,F,755,right,TRAPPIST-1e,54,False,1217,0,1,4,0,Poot,Pine,False
3986,2,Mars,False,F,755,right,TRAPPIST-1e,43,False,1448,0,150,0,0,Crowls,Pine,False
3987,1,Earth,False,F,822,left,TRAPPIST-1e,17,False,103,2183,0,16,0,Irmark,Briggston,True
3988,1,Mars,False,D,134,left,TRAPPIST-1e,26,False,1632,0,80,7,0,Beal,Soun,False
3991,1,Earth,False,F,823,left,TRAPPIST-1e,44,False,1258,3,0,1,0,Elle,Joycerton,False
3992,1,Earth,False,F,756,right,PSO J318,51,False,0,0,10,1098,0,Sta,Barrelliver,False
3994,1,Earth,True,B,152,right,TRAPPIST-1e,29,False,0,0,0,0,0,Challa,Unretereng,True
3995,1,Earth,False,G,655,left,TRAPPIST-1e,4,False,0,0,0,0,0,Ale,Casonston,False
3995,2,Earth,False,F,825,left,PSO J318,40,False,0,0,310,1,421,Charly,Casonston,False
3995,3,Earth,False,G,655,left,Cancri e,27,False,0,0,2,0,808,Colle,Casonston,False
3995,4,Earth,False,G,655,left,TRAPPIST-1e,8,False,0,0,0,0,0,Evey,Casonston,False
3995,5,Earth,False,G,655,left,TRAPPIST-1e,3,False,0,0,0,0,0,Ericky,Casonston,False
3995,6,Earth,False,G,655,left,Cancri e,11,False,0,0,0,0,0,Karah,Casonston,True
3996,1,Earth,False,F,826,left,PSO J318,24,False,16,0,1136,0,40,Willy,Meyersones,True
3997,1,Earth,False,G,657,right,Cancri e,25,False,0,83,0,439,0,Aliedy,Yanton,False
3998,1,Earth,False,C,129,left,Cancri e,28,False,89,4826,0,2,1598,Batan,Iniouser,True
3999,1,Earth,False,G,656,left,TRAPPIST-1e,25,False,0,1017,0,0,0,Genee,Hayerson,False
4000,1,Earth,True,G,658,right,TRAPPIST-1e,27,False,0,0,0,0,0,Hanry,Burraymons,True
4000,2,Earth,False,F,757,right,TRAPPIST-1e,25,False,20,0,424,0,359,Vivia,Burraymons,False
4000,3,Earth,True,G,658,right,TRAPPIST-1e,0,False,0,0,0,0,0,Samie,Burraymons,True
4001,1,Earth,False,F,758,right,TRAPPIST-1e,58,False,0,0,970,0,0,Terina,Lowelliott,True
4001,2,Earth,True,G,659,right,TRAPPIST-1e,3,False,0,0,0,0,0,Loresa,Lowelliott,True
4001,3,Earth,True,G,659,right,PSO J318,4,False,0,0,0,0,0,Leahy,Lowelliott,True
4001,4,Earth,True,G,659,right,Cancri e,2,False,0,0,0,0,0,Carley,Lowelliott,False
4001,5,Earth,False,F,758,right,TRAPPIST-1e,34,False,0,847,14,0,0,Brancy,Lowelliott,True
4001,6,Earth,False,G,659,right,Cancri e,5,False,0,0,0,0,0,Garry,Warrishales,True
4001,7,Earth,False,G,659,right,TRAPPIST-1e,3,False,0,0,0,0,0,Everly,Lowelliott,False
4002,1,Mars,True,E,242,left,TRAPPIST-1e,46,False,0,0,0,0,0,Trohs,Must,False
4003,1,Earth,False,F,827,left,TRAPPIST-1e,22,False,1417,0,0,0,0,unknown,unknown,True
4005,1,Earth,False,G,657,left,TRAPPIST-1e,8,False,0,0,0,0,0,Jonaye,Castannison,True
4005,2,Earth,False,G,657,left,TRAPPIST-1e,17,False,3,83,927,0,1,Aarone,Castannison,True
4005,3,Earth,False,G,657,left,TRAPPIST-1e,4,False,0,0,0,0,0,Cliney,Castannison,False
4005,4,Earth,True,D,29,left,TRAPPIST-1e,12,False,0,0,0,0,0,Dia,Spentley,False
4005,5,Earth,True,G,657,left,PSO J318,40,False,0,0,0,0,0,Lorian,River,True
4005,6,Earth,False,F,829,left,PSO J318,16,False,4,0,2278,2,0,Son,River,True
4005,7,Earth,True,G,657,left,TRAPPIST-1e,41,False,250,0,0,0,0,Bobina,Castannison,True
4005,8,Earth,True,G,657,left,TRAPPIST-1e,8,False,0,0,0,0,0,unknown,unknown,False
4006,1,Earth,True,G,660,right,Cancri e,14,False,0,0,0,0,0,Hilly,Wolfaddox,True
4006,2,Earth,True,G,660,right,TRAPPIST-1e,2,False,0,0,0,0,0,Becca,Wolfaddox,True
4006,3,Earth,False,F,759,right,PSO J318,59,False,400,0,126,0,158,Vick,Wolfaddox,True
4006,4,Earth,True,G,660,right,TRAPPIST-1e,45,False,1796,0,4,0,5,Kariel,Wolfaddox,False
4006,5,Earth,False,F,759,right,Cancri e,52,False,0,704,0,0,400,Evaned,Wolfaddox,True
4008,1,Mars,True,F,760,right,TRAPPIST-1e,33,False,0,0,0,0,0,Anamse,Cha,True
4010,1,Earth,True,G,658,left,TRAPPIST-1e,38,False,0,0,0,0,0,Florey,Sweeton,False
4013,1,Mars,False,E,243,left,TRAPPIST-1e,14,False,460,0,0,315,172,Coos,Emead,False
4014,1,Earth,False,B,125,left,TRAPPIST-1e,42,False,0,456,1,1193,3039,Hekabih,Metful,False
4014,2,Earth,False,B,125,left,Cancri e,28,False,0,3238,0,750,2368,unknown,unknown,False
4016,1,Earth,False,E,268,right,Cancri e,34,False,309,542,0,0,55,Dorene,Mclainez,False
4017,1,Mars,False,E,269,right,TRAPPIST-1e,21,False,0,0,0,0,0,Frouse,Mele,False
4017,2,Mars,True,F,761,right,TRAPPIST-1e,30,False,0,0,0,0,0,Tibers,Mele,True
4017,3,Mars,True,F,761,right,TRAPPIST-1e,52,False,0,0,0,0,0,Chrice,Mele,True
4017,4,Mars,True,E,269,right,TRAPPIST-1e,26,False,0,0,0,0,0,Tights,Mele,False
4017,5,Mars,False,F,761,right,TRAPPIST-1e,23,False,931,0,134,0,421,Hog,Gene,False
4018,1,Earth,False,F,762,right,TRAPPIST-1e,20,False,250,1,0,20,42,Jacky,Bears,False
4019,1,Earth,False,E,245,left,Cancri e,59,False,258,377,5,0,0,Jimen,Lerez,True
4020,1,Earth,False,B,126,left,Cancri e,37,False,6498,1470,0,416,4174,unknown,unknown,False
4021,1,Mars,False,F,832,left,TRAPPIST-1e,32,False,1843,0,662,0,0,Flys,Buth,False
4022,1,Earth,False,F,833,left,PSO J318,37,False,4,0,223,512,1,Lavey,Hubbarrison,False
4023,1,Earth,False,E,246,left,TRAPPIST-1e,27,False,1,355,757,0,400,Franda,Torrez,False
4026,1,Earth,True,B,154,right,Cancri e,42,False,0,0,0,0,0,Azham,Chsere,True
4027,1,Earth,True,G,659,left,PSO J318,29,False,0,0,0,0,0,Benry,Patthews,True
4030,1,Earth,False,G,661,right,TRAPPIST-1e,2,False,0,0,0,0,0,Evaley,Flowensley,True
4030,2,Earth,True,D,36,right,TRAPPIST-1e,10,False,0,0,0,0,0,Luise,Carpennels,False
4030,3,Earth,False,G,661,right,TRAPPIST-1e,0,False,0,0,0,0,0,Gleney,Carpennels,False
4030,4,Earth,True,G,661,right,TRAPPIST-1e,21,False,0,0,0,0,0,Beula,Carpennels,False
4030,5,Earth,False,G,661,right,TRAPPIST-1e,8,False,0,0,0,0,0,Terina,Carpennels,False
4031,1,Earth,True,C,131,left,Cancri e,36,False,0,0,0,0,0,Algeno,Listive,True
4031,2,Earth,True,C,131,left,TRAPPIST-1e,27,False,0,0,0,0,0,Krabik,Listive,True
4032,1,Earth,True,G,661,left,PSO J318,13,False,0,0,0,0,0,Deaney,Waltonnedy,True
4033,1,Earth,False,C,144,right,Cancri e,49,False,2025,7167,0,2456,47,Shaton,Windend,True
4034,1,Mars,True,E,247,left,TRAPPIST-1e,38,False,0,0,0,0,0,Froon,Kité,False
4035,1,Earth,True,G,662,left,Cancri e,21,False,0,0,0,0,0,Pamiea,Bryants,True
4036,1,Earth,False,G,662,right,TRAPPIST-1e,22,False,7,61,110,708,0,Jodia,Evedorsen,False
4037,1,Earth,True,G,663,right,PSO J318,14,False,0,0,0,0,0,Luisy,Gardsondez,True
4038,1,Earth,True,G,664,right,PSO J318,24,False,0,0,0,0,0,Elice,Reenez,False
4039,1,Earth,False,F,764,right,TRAPPIST-1e,24,False,714,0,4,49,11,Race,Tersimpson,False
4040,1,Earth,True,G,663,left,TRAPPIST-1e,34,False,0,0,0,450,0,Brance,Micknightt,False
4042,1,Earth,False,A,46,right,TRAPPIST-1e,1,False,0,0,0,0,0,Mesatz,Stewder,True
4042,2,Earth,True,A,46,right,Cancri e,36,False,0,0,0,0,0,Etair,Stewder,True
4042,3,Earth,True,A,46,right,Cancri e,26,False,0,0,0,0,0,Canon,Stewder,True
4043,1,Earth,False,E,248,left,TRAPPIST-1e,36,False,0,0,0,32,1577,Marvey,Mirandry,False
4044,1,Mars,False,F,765,right,TRAPPIST-1e,32,False,536,0,736,118,0,Jackix,Can,False
4044,2,Mars,False,F,765,right,TRAPPIST-1e,2,False,0,0,0,0,0,unknown,unknown,True
4044,3,Mars,True,F,765,right,TRAPPIST-1e,10,False,0,0,0,0,0,Rowls,Can,True
4045,1,Mars,False,D,135,left,TRAPPIST-1e,49,False,1417,0,531,1348,192,Pars,Wist,False
4046,1,Earth,True,G,664,left,PSO J318,14,False,0,0,0,0,0,Elina,Santantines,True
4047,1,Earth,True,G,666,right,TRAPPIST-1e,29,False,0,0,0,0,0,Ivanne,Rivanseney,True
4049,1,Earth,True,A,47,right,Cancri e,25,False,0,0,0,0,0,Schyon,Pokematic,False
4050,1,Earth,False,A,35,left,Cancri e,36,False,0,1302,0,2067,10173,Decruxa,Dissper,False
4053,1,Earth,True,G,668,right,TRAPPIST-1e,22,False,0,0,0,0,0,Leondy,Midtt,True
4055,1,Earth,False,F,836,left,TRAPPIST-1e,21,False,3,34,600,0,8,Milda,Mirandry,False
4058,1,Earth,False,G,669,right,TRAPPIST-1e,36,False,437,442,0,2,1,Nance,Hinesh,False
4060,1,Earth,False,F,838,left,TRAPPIST-1e,54,False,880,2,531,2,0,Lerome,Barrelliver,False
4061,1,Mars,False,D,130,right,TRAPPIST-1e,30,False,1851,0,378,0,155,Jack,Kashe,False
4061,2,Mars,True,F,766,right,TRAPPIST-1e,0,False,0,0,0,0,0,Graw,Kashe,True
4061,3,Mars,True,F,766,right,TRAPPIST-1e,1,False,0,0,0,0,0,unknown,unknown,True
4063,1,Earth,True,G,670,right,TRAPPIST-1e,42,False,0,0,0,0,0,Anda,Mcfaddennon,True
4064,1,Earth,False,F,767,right,TRAPPIST-1e,47,False,939,1477,180,0,0,Jennya,Dillips,True
